,depth,zne,ngem
0,1,0.6483877859555279,1.3726380552869537
1,2,1.0114212619004943,1.427798008353334
2,3,0.8386907358775165,1.123784840001439
3,4,0.9388926071139617,1.746398701179727
4,5,0.8112861706386507,1.080789353791765
5,6,0.7998126437305108,1.338406395316742
6,7,0.9519496944142063,1.8299729784793766
7,8,0.8109699869209586,1.4273919363723768
8,9,0.9122141311746303,2.1930197265014466
